표준코드,단축코드,한글 종목명,한글 종목약명,영문 종목명,상장일,시장구분,증권구분,소속부,주식종류,액면가,상장주식수
KR7093190007,093190,빅솔론,빅솔론,"BIXOLON Co., Ltd",2007/08/20,KOSDAQ,주권,우량기업부,보통주,500,"19,238,905"
KR7065450009,065450,빅텍,빅텍,"VICTEK. Co., Ltd.",2003/02/05,KOSDAQ,주권,벤처기업부,보통주,200,"28,652,800"
KR7210120002,210120,빅토리콘텐츠,빅텐츠,"Victory Contents Co.,Ltd.",2023/08/17,KOSDAQ,주권,중견기업부,보통주,500,"3,144,610"
KR7072950009,072950,빛샘전자,빛샘전자,"VISSEM Electronics Co., Ltd.",2012/03/21,KOSDAQ,주권,벤처기업부,보통주,500,"8,052,610"
KR7143240000,143240,사람인,사람인,Saramin,2012/02/21,KOSDAQ,주권,우량기업부,보통주,500,"11,683,263"
KR7419120001,419120,산돌,산돌,"Sandoll, Inc.",2022/10/27,KOSDAQ,주권,중견기업부,보통주,500,"7,751,826"
KR7122350002,122350,삼기,삼기,SAMKEE CORP.,2010/03/19,KOSDAQ,주권,중견기업부,보통주,100,"38,339,428"
KR7419050000,419050,삼기이브이,삼기이브이,"SAMKEE EV CO.,LTD.",2023/02/03,KOSDAQ,주권,중견기업부,보통주,100,"57,196,240"
KR7014970008,014970,삼륭물산,삼륭물산,Samryoong,1992/12/29,KOSDAQ,주권,중견기업부,보통주,500,"15,125,000"
KR7018310003,018310,삼목에스폼,삼목에스폼,"SAMMOK S-FORM CO.,LTD.",1996/05/03,KOSDAQ,주권,우량기업부,보통주,500,"14,700,000"
KR7053700001,053700,삼보모터스,삼보모터스,"SAMBO MOTORS CO., LTD.",2001/11/06,KOSDAQ,주권,우량기업부,보통주,500,"22,742,196"
KR7009620006,009620,삼보산업,삼보산업,"SAMBO Industrial Co., Ltd.",1993/12/07,KOSDAQ,주권,중견기업부,보통주,100,"50,055,902"
KR7023600000,023600,삼보판지,삼보판지,"SAMBO CORRUGATED BOARD CO., LTD.",1996/05/29,KOSDAQ,주권,우량기업부,보통주,500,"16,170,000"
KR7425290004,425290,삼성기업인수목적6호,삼성스팩6호,SAMSUNG SPECIAL PURPOSE ACQUISITION 6 COMPANY,2022/06/30,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,520,000"
KR7439250002,439250,삼성기업인수목적7호,삼성스팩7호,SAMSUNG SPECIAL PURPOSE ACQUISITION 7 COMPANY,2022/10/26,KOSDAQ,주권,SPAC(소속부없음),보통주,500,"3,502,000"
KR7448740001,448740,삼성기업인수목적8호,삼성스팩8호,SAMSUNG SPECIAL PURPOSE ACQUISITION 8 COMPANY,2023/03/02,KOSDAQ,주권,SPAC(소속부없음),보통주,500,"4,664,000"
KR7468510003,468510,삼성기업인수목적9호,삼성스팩9호,SAMSUNG SPECIAL PURPOSE ACQUISITION 9 COMPANY,2023/12/04,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"11,050,000"
KR7380320002,380320,삼성머스트기업인수목적5호,삼성머스트스팩5호,SAMSUNG MUST SPECIAL PURPOSE ACQUISITION 5 COMPANY,2021/06/17,KOSDAQ,주권,관리종목(소속부없음),보통주,100,"4,810,000"
KR7009300005,009300,삼아제약,삼아제약,Sam-A Pharm. Co. Ltd,2000/07/19,KOSDAQ,주권,우량기업부,보통주,"1,000","6,370,000"
KR7225190008,225190,삼양옵틱스,삼양옵틱스,"SAMYANG OPTICS CO., LTD",2017/06/02,KOSDAQ,주권,우량기업부,보통주,500,"10,149,688"
KR7060310000,060310,삼에스코리아,3S,"3S KOREA CO., LTD",2002/04/23,KOSDAQ,주권,중견기업부,보통주,500,"48,536,642"
KR7361670003,361670,삼영에스앤씨,삼영에스앤씨,"SAMYOUNG S&C CO., LTD.",2021/05/21,KOSDAQ,주권,기술성장기업부,보통주,500,"5,667,658"
KR7054540000,054540,삼영엠텍,삼영엠텍,SAMYOUNG M-TEK CO. LTD.,2001/11/15,KOSDAQ,주권,중견기업부,보통주,500,"13,000,000"
KR7065570004,065570,삼영이엔씨,삼영이엔씨,"Samyung ENC Co., Ltd.",2003/01/21,KOSDAQ,주권,벤처기업부,보통주,500,"12,322,996"
KR7032280000,032280,삼일,삼일,SamIl,1997/03/15,KOSDAQ,주권,중견기업부,보통주,"1,000","16,213,590"
KR7002290005,002290,삼일기업공사,삼일기업공사,"SAMIL ENTERPRISE CO., LTD.",1992/11/30,KOSDAQ,주권,중견기업부,보통주,500,"12,400,000"
KR7037460003,037460,삼지전자,삼지전자,"SAMJI ELECTRONICS CO., LTD.",1999/12/16,KOSDAQ,주권,중견기업부,보통주,500,"16,318,522"
KR7032750002,032750,삼진,삼진,Samjin,1997/07/14,KOSDAQ,주권,우량기업부,보통주,500,"8,063,866"
KR7054090006,054090,삼진엘앤디,삼진엘앤디,SAMJIN LND COMPANY LIMITED,2004/02/06,KOSDAQ,주권,벤처기업부,보통주,500,"24,959,232"
KR7000250001,000250,삼천당제약,삼천당제약,SAM CHUN DANG PHARM CO. LTD,2000/10/04,KOSDAQ,주권,중견기업부,보통주,500,"23,457,472"
KR7024950008,024950,삼천리자전거,삼천리자전거,"SAMCHULY BICYCLE CO., LTD",1995/01/04,KOSDAQ,주권,우량기업부,보통주,500,"13,273,577"
KR7038500005,038500,삼표시멘트,삼표시멘트,"SAMPYO Cement Co., Ltd.",2001/02/01,KOSDAQ,주권,우량기업부,보통주,500,"107,916,306"
KR7017480005,017480,삼현철강,삼현철강,"SAMHYUN STEEL Co., Ltd",2001/01/09,KOSDAQ,주권,우량기업부,보통주,500,"15,702,890"
KR7046390001,046390,삼화네트웍스,삼화네트웍스,"SAMHWA NETWORKS Co.,Ltd.",2001/01/11,KOSDAQ,주권,중견기업부,보통주,200,"43,172,933"
KR7027580000,027580,상보,상보,"SANG BO Co.,Ltd",2007/10/01,KOSDAQ,주권,중견기업부,보통주,500,"59,181,279"
KR7038540001,038540,상상인,상상인,"Sangsangin Co., Ltd.",2000/08/18,KOSDAQ,주권,우량기업부,보통주,"1,000","55,328,313"
KR7101000008,101000,상상인인더스트리,상상인인더스트리,"Sangsangin Industry Co., Ltd.",2009/11/06,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"18,779,448"
KR7415580000,415580,상상인제3호기업인수목적,상상인제3호스팩,Sangsangin No.3 Special Purpose Acquisition Company,2022/04/29,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,310,000"
KR7452670003,452670,상상인제4호기업인수목적,상상인제4호스팩,Sangsangin No.4 Special Purpose Acquisition Company,2023/09/14,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,220,000"
KR7091580001,091580,상신이디피,상신이디피,"SANGSIN ENERGY DISPLAY PRECISION CO.,LTD",2007/05/23,KOSDAQ,주권,우량기업부,보통주,500,"13,628,219"
KR7263810004,263810,상신전자,상신전자,"Sangshin Electronics Co.,Ltd.",2017/10/16,KOSDAQ,주권,중견기업부,보통주,500,"14,244,718"
KR7089980007,089980,상아프론테크,상아프론테크,"SANG-A FRONTEC CO., LTD.",2011/07/21,KOSDAQ,주권,우량기업부,보통주,500,"15,989,037"
KR7042940007,042940,상지카일룸,상지카일룸,"Sangji Caelum, Inc.",2000/10/19,KOSDAQ,주권,중견기업부,보통주,500,"105,454,439"
KR7042600007,042600,새로닉스,새로닉스,"SERONICS. CO., LTD.",2002/10/01,KOSDAQ,주권,우량기업부,보통주,500,"12,423,574"
KR7107600009,107600,새빗켐,새빗켐,"Sebitchem Co., LTD",2022/08/04,KOSDAQ,주권,벤처기업부,보통주,500,"4,861,545"
KR7411080005,411080,샌즈랩,샌즈랩,SANDS LAB Inc.,2023/02/15,KOSDAQ,주권,기술성장기업부,보통주,100,"15,095,238"
KR7252990007,252990,샘씨엔에스,샘씨엔에스,"SEMCNS Co., Ltd.",2021/05/20,KOSDAQ,주권,기술성장기업부,보통주,500,"50,153,846"
KR7378800007,378800,샤페론,샤페론,Shaperon Inc.,2022/10/19,KOSDAQ,주권,기술성장기업부,보통주,500,"23,071,031"
KR7294630009,294630,서남,서남,"SuNAM Co., Ltd.",2020/02/20,KOSDAQ,주권,기술성장기업부,보통주,500,"23,538,459"
KR7038070009,038070,서린바이오사이언스,서린바이오,"SeouLinBioscience CO., LTD.",2005/10/25,KOSDAQ,주권,우량기업부,보통주,500,"8,700,676"
KR7006730006,006730,서부티엔디,서부T&D,"Seobu T&D Co.,Ltd",1995/10/06,KOSDAQ,주권,우량기업부,보통주,500,"61,563,241"
KR7079650008,079650,서산,서산,Seo San Co. Ltd.,2005/01/21,KOSDAQ,주권,중견기업부,보통주,100,"20,000,000"
KR7100660000,100660,서암기계공업,서암기계공업,"SEOAM MACHINERY INDUSTRY CO., LTD.",2011/12/19,KOSDAQ,주권,중견기업부,보통주,500,"12,600,000"
KR7019770007,019770,서연탑메탈,서연탑메탈,"SEOYON TOPMETAL CO., LTD.",2011/06/24,KOSDAQ,주권,우량기업부,보통주,500,"11,650,000"
KR7043710003,043710,서울리거,서울리거,"SEOULEAGUER CO., LTD.",2002/07/11,KOSDAQ,주권,중견기업부,보통주,500,"50,198,880"
KR7092190008,092190,서울바이오시스,서울바이오시스,"SEOUL VIOSYS CO., LTD.",2020/03/06,KOSDAQ,주권,중견기업부,보통주,500,"45,868,383"
KR7046890000,046890,서울반도체,서울반도체,"SEOUL SEMICONDUCTOR CO., LTD.",2002/01/17,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"58,305,400"
KR7063170005,063170,서울옥션,서울옥션,Seoul Auction Co. Ltd..,2008/07/01,KOSDAQ,주권,우량기업부,보통주,500,"17,774,267"
KR7027040005,027040,서울전자통신,서울전자통신,SEOUL ELECTRONICS & TELECOM,1999/12/03,KOSDAQ,주권,중견기업부,보통주,500,"69,588,847"
KR7018680009,018680,서울제약,서울제약,"SEOUL PHARMA CO., LTD",2000/08/18,KOSDAQ,주권,중견기업부,보통주,500,"11,659,319"
KR7093920007,093920,서원인텍,서원인텍,"SEOWONINTECH.CO.,LTD",2007/12/20,KOSDAQ,주권,우량기업부,보통주,500,"18,600,000"
KR7189860000,189860,서전기전,서전기전,"SEOJEON ELECTRIC MACHINERY Co.,Ltd.",2014/12/24,KOSDAQ,주권,벤처기업부,보통주,500,"9,698,780"
KR7178320008,178320,서진시스템,서진시스템,"SEOJIN SYSTEM CO., LTD",2017/03/27,KOSDAQ,주권,우량기업부,보통주,500,"37,580,642"
KR7122690001,122690,서진오토모티브,서진오토모티브,"Seojin Automotive Co.,Ltd.",2010/05/25,KOSDAQ,주권,중견기업부,보통주,500,"21,228,131"
KR7140070004,140070,서플러스글로벌,서플러스글로벌,"SurplusGLOBAL,Inc.",2017/01/25,KOSDAQ,주권,우량기업부,보통주,100,"36,988,000"
KR7011370004,011370,서한,서한,Seohan,1994/05/24,KOSDAQ,주권,우량기업부,보통주,500,"100,894,865"
KR7065710006,065710,서호전기,서호전기,"Seoho Electric Co.,Ltd.",2002/07/16,KOSDAQ,주권,우량기업부,보통주,500,"5,150,000"
KR7035890003,035890,서희건설,서희건설,"SEOHEE CONSTRUCTION CO., LTD.",1999/12/24,KOSDAQ,주권,우량기업부,보통주,500,"229,808,457"
KR7357550003,357550,석경에이티,석경에이티,"Sukgyung AT Co., Ltd.",2020/12/23,KOSDAQ,주권,기술성장기업부,보통주,500,"5,455,000"
KR7003100005,003100,선광,선광,"SUN KWANG Co., Ltd",1999/12/21,KOSDAQ,주권,우량기업부,보통주,"1,000","6,600,000"
KR7067370007,067370,선바이오,선바이오,"SunBio, Inc.",2022/10/05,KOSDAQ,주권,기술성장기업부,보통주,500,"12,313,555"
KR7171090004,171090,선익시스템,선익시스템,"SUNIC SYSTEM Co., Ltd.",2017/09/20,KOSDAQ,주권,중견기업부,보통주,500,"9,376,766"
KR7086710001,086710,선진뷰티사이언스,선진뷰티사이언스,"SUNJIN BEAUTY SCIENCE CO., LTD.",2021/01/27,KOSDAQ,주권,중견기업부,보통주,500,"12,203,280"
KR7014620009,014620,성광벤드,성광벤드,"SUNG KWANG BEND CO., LTD.",2001/01/11,KOSDAQ,주권,우량기업부,보통주,500,"28,600,000"
KR7037350006,037350,성도이엔지,성도이엔지,SUNGDO Engineering & Construction,2000/01/11,KOSDAQ,주권,우량기업부,보통주,500,"15,470,000"
KR7081580003,081580,성우전자,성우전자,"SUNGWOO ELECTRONICS CO., LTD.",2007/10/12,KOSDAQ,주권,중견기업부,보통주,500,"15,508,143"
KR7045300001,045300,성우테크론,성우테크론,SUNGWOO TECHRON COMPANY,2001/12/18,KOSDAQ,주권,중견기업부,보통주,500,"9,959,584"
KR7015750003,015750,성우하이텍,성우하이텍,"SUNGWOO HITECH CO., LTD",1995/11/04,KOSDAQ,주권,우량기업부,보통주,500,"80,000,000"
KR7365340009,365340,성일하이텍,성일하이텍,"SungEel HiTech Co., Ltd.",2022/07/28,KOSDAQ,주권,기술성장기업부,보통주,500,"12,042,426"
KR7080470008,080470,성창오토텍,성창오토텍,"SUNGCHANG AUTOTECH CO.,LTD.",2006/11/03,KOSDAQ,주권,중견기업부,보통주,500,"7,300,000"
KR7043260009,043260,성호전자,성호전자,SUNGHO ELECTRONICS CORP.,2001/11/29,KOSDAQ,주권,우량기업부,보통주,500,"53,405,384"
KR7148150006,148150,세경하이테크,세경하이테크,"Se Gyung Hi Tech Co., Ltd.",2019/07/30,KOSDAQ,주권,우량기업부,보통주,500,"35,352,843"
KR7188260004,188260,세니젠,세니젠,"SANIGEN Co., Ltd.",2023/11/03,KOSDAQ,주권,기술성장기업부,보통주,500,"6,752,338"
KR7053060000,053060,세동,세동,SAE DONG CO.LTD,2001/08/17,KOSDAQ,주권,중견기업부,보통주,500,"17,657,419"
KR7340440007,340440,세림비앤지,세림B&G,SERIM B&G,2019/12/27,KOSDAQ,주권,벤처기업부,보통주,100,"28,378,364"
KR7017510009,017510,세명전기공업,세명전기,SemyungElectricMachinery,1991/12/26,KOSDAQ,주권,중견기업부,보통주,500,"15,246,000"
KR7011560000,011560,세보엠이씨,세보엠이씨,SEBO MANUFACTURING ENGINEERING CORP.,1996/12/23,KOSDAQ,주권,우량기업부,보통주,500,"10,530,000"
KR7396300006,396300,세아메카닉스,세아메카닉스,"SeA Mechanics Co., LTD.",2022/03/24,KOSDAQ,주권,벤처기업부,보통주,100,"26,489,500"
KR7100700004,100700,세운메디칼,세운메디칼,"SEWOONMEDICAL CO., LTD.",2008/09/30,KOSDAQ,주권,우량기업부,보통주,100,"43,800,000"
KR7024830002,024830,세원물산,세원물산,SewonCorporation,1994/12/29,KOSDAQ,주권,우량기업부,보통주,500,"8,350,000"
KR7258830009,258830,세종메디칼,세종메디칼,"SEJONG MEDICAL Co.Ltd.,",2018/05/29,KOSDAQ,주권,벤처기업부,보통주,100,"55,365,742"
KR7036630002,036630,세종텔레콤,세종텔레콤,"Sejong Telecom, Inc.",2000/01/04,KOSDAQ,주권,중견기업부,보통주,"1,000","220,000,000"
KR7039310008,039310,세중,세중,"SEJOONG CO., LTD.",2000/06/09,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"18,121,667"
KR7067770008,067770,세진티에스,세진티에스,"SEJIN T.S CO., LTD.",2004/01/09,KOSDAQ,주권,중견기업부,보통주,500,"8,396,593"
KR7053450003,053450,세코닉스,세코닉스,"SEKONIX CO., LTD.",2001/08/09,KOSDAQ,주권,중견기업부,보통주,500,"14,792,803"
KR7222810004,222810,세토피아,세토피아,Setopia,2015/08/13,KOSDAQ,주권,중견기업부,보통주,500,"75,243,724"
KR7252500004,252500,세화피앤씨,세화피앤씨,SEWHA P&C INC.,2016/11/02,KOSDAQ,주권,중견기업부,보통주,100,"41,486,390"
KR7321370009,321370,센서뷰,센서뷰,"SENSORVIEW CO., LTD.",2023/07/19,KOSDAQ,주권,기술성장기업부,보통주,500,"26,130,380"
KR7347000002,347000,센코,센코,"SENKO Co.,Ltd.",2020/10/29,KOSDAQ,주권,기술성장기업부,보통주,500,"33,004,976"
KR7331920009,331920,셀레믹스,셀레믹스,"Celemics, Inc.",2020/08/21,KOSDAQ,주권,기술성장기업부,보통주,500,"8,164,148"
KR7049180003,049180,셀루메드,셀루메드,"CELLUMED CO., LTD.",2002/05/23,KOSDAQ,주권,벤처기업부,보통주,500,"42,804,725"
KR7299660001,299660,셀리드,셀리드,"Cellid Co., Ltd.",2019/02/20,KOSDAQ,주권,기술성장기업부,보통주,500,"13,602,977"
KR7268600004,268600,셀리버리,셀리버리,"Cellivery Therapeutics, Inc.",2018/11/09,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"36,667,845"
KR7108860008,108860,셀바스에이아이,셀바스AI,SELVAS AI Inc.,2009/12/10,KOSDAQ,주권,벤처기업부,보통주,500,"26,914,790"
KR7208370007,208370,셀바스헬스케어,셀바스헬스케어,"SELVAS Healthcare, Inc.",2014/12/17,KOSDAQ,주권,벤처기업부,보통주,500,"25,680,564"
KR7318160009,318160,셀바이오휴먼텍,셀바이오휴먼텍,"Cell Bio Human Tech Co.,LTD",2023/04/20,KOSDAQ,주권,벤처기업부,보통주,500,"9,260,901"
KR7068760008,068760,셀트리온제약,셀트리온제약,Celltrion Pharm Inc.,2006/02/03,KOSDAQ,주권,우량기업부,보통주,500,"39,610,243"
KR7068940006,068940,셀피글로벌,셀피글로벌,Cellfie Global,2010/10/19,KOSDAQ,주권,관리종목(소속부없음),보통주,200,"38,260,597"
KR7060230000,060230,소니드,소니드,Sonid,2002/06/25,KOSDAQ,주권,중견기업부,보통주,"2,500","39,448,949"
KR7290690007,290690,소룩스,소룩스,"Solux Co., Ltd.",2020/11/06,KOSDAQ,주권,벤처기업부,보통주,100,"9,766,050"
KR8840150005,950200,소마젠,소마젠,"Psomagen, Inc.",2020/07/13,KOSDAQ,주식예탁증권,외국기업(소속부없음),보통주,0,"19,236,053"
KR7032680001,032680,소프트센,소프트센,"SOFTCEN CO., LTD.",1997/07/18,KOSDAQ,주권,중견기업부,보통주,200,"105,590,764"
KR7032681009,032685,소프트센1우선주,소프트센우,"SOFTCEN CO., LTD.(1P)",2002/04/16,KOSDAQ,주권,중견기업부,신형우선주,200,"357,142"
KR7258790005,258790,소프트캠프,소프트캠프,"SOFTCAMP CO., LTD",2017/04/27,KOSDAQ,주권,벤처기업부,보통주,100,"24,991,284"
KR7066910001,066910,손오공,손오공,"SONOKONG CO., LTD.",2005/01/07,KOSDAQ,주권,중견기업부,보통주,500,"33,784,259"
KR7043100007,043100,솔고바이오메디칼,솔고바이오,"Solco Biomedical Co.,Ltd",2000/08/08,KOSDAQ,주권,벤처기업부,보통주,500,"66,379,208"
KR7035610005,035610,솔본,솔본,"SOLBORN, Inc.",1999/08/13,KOSDAQ,주권,중견기업부,보통주,500,"27,345,997"
KR7357780006,357780,솔브레인,솔브레인,"Soulbrain Co., Ltd.",2020/08/06,KOSDAQ,주권,우량기업부,보통주,500,"7,778,566"
KR7036830008,036830,솔브레인홀딩스,솔브레인홀딩스,"Soulbrain Holdings Co., Ltd.",2000/01/18,KOSDAQ GLOBAL,주권,우량기업부,보통주,500,"20,964,056"
KR7304100001,304100,솔트룩스,솔트룩스,SALTLUX Inc,2020/07/23,KOSDAQ,주권,기술성장기업부,보통주,500,"11,928,792"
KR7328380001,328380,솔트웨어,솔트웨어,Saltware,2019/08/20,KOSDAQ,주권,벤처기업부,보통주,100,"34,262,778"
KR7086980000,086980,쇼박스,쇼박스,SHOWBOX Corp.,2006/07/07,KOSDAQ,주권,중견기업부,보통주,500,"62,638,000"
KR7050960004,050960,수산아이앤티,수산아이앤티,"SOOSAN INT Co., LTD.",2016/10/11,KOSDAQ,주권,벤처기업부,보통주,500,"6,751,000"
KR7084180009,084180,수성샐바시온,수성샐바시온,Soosung Salvacion,2005/12/16,KOSDAQ,주권,중견기업부,보통주,500,"111,151,500"
KR7253840003,253840,수젠텍,수젠텍,"Sugentech, Inc.",2019/05/28,KOSDAQ,주권,우량기업부,보통주,500,"16,722,608"
KR7298830001,298830,슈어소프트테크,슈어소프트테크,Suresofttech Inc.,2023/04/28,KOSDAQ,주권,벤처기업부,보통주,100,"52,619,061"
KR7236200002,236200,슈프리마,슈프리마,Suprema Inc.,2016/02/05,KOSDAQ,주권,우량기업부,보통주,500,"7,193,273"
KR7094840006,094840,슈프리마에이치큐,슈프리마에이치큐,Suprema HQ Inc.,2008/07/11,KOSDAQ,주권,중견기업부,보통주,500,"10,471,840"
KR7192440006,192440,슈피겐코리아,슈피겐코리아,"Spigen Korea Co., Ltd",2014/11/05,KOSDAQ,주권,우량기업부,보통주,500,"6,216,363"
KR7424960003,424960,스마트레이더시스템,스마트레이더시스템,"Smart Radar System, Inc.",2023/08/22,KOSDAQ,주권,기술성장기업부,보통주,500,"15,173,340"
KR7136510005,136510,스마트솔루션즈,스마트솔루션즈,Smart Solutions,2011/11/18,KOSDAQ,주권,관리종목(소속부없음),보통주,500,"53,374,922"
KR7099440000,099440,스맥,스맥,"SMEC CO.,LTD",2009/05/26,KOSDAQ,주권,중견기업부,보통주,500,"40,243,394"
KR7033790007,033790,스카이문스테크놀로지,스카이문스테크놀로지,"Skymoons Technology, Inc.",2001/06/26,KOSDAQ,주권,중견기업부,보통주,500,"17,117,100"
KR7276040003,276040,스코넥엔터테인먼트,스코넥,"SKONEC ENTERTAINMENT Co., Ltd.",2022/02/04,KOSDAQ,주권,기술성장기업부,보통주,500,"12,554,474"
KR7159910009,159910,스킨앤스킨,스킨앤스킨,"Skin n Skin Co., Ltd.",2012/12/27,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,100,"35,415,074"
KR7115570004,115570,스타플렉스,스타플렉스,"STARFLEX CO., LTD",2010/01/27,KOSDAQ,주권,중견기업부,보통주,500,"7,984,508"
KR7330730003,330730,스톤브릿지벤처스,스톤브릿지벤처스,"Stonebridge Ventures, Inc.",2022/02/25,KOSDAQ,주권,중견기업부,보통주,500,"18,150,830"
KR7352090005,352090,스톰테크,스톰테크,"Stormtec Co.,Ltd",2023/11/20,KOSDAQ,주권,중견기업부,보통주,100,"13,436,499"
KR7204630008,204630,스튜디오 산타클로스 엔터테인먼트,스튜디오산타클로스,"STUDIO SANTA CLAUS ENTERTAINMENT Co., Ltd.",2014/12/29,KOSDAQ,주권,투자주의환기종목(소속부없음),보통주,500,"122,877,186"
KR7253450001,253450,스튜디오드래곤 주식회사,스튜디오드래곤,Studio Dragon Corporation,2017/11/24,KOSDAQ,주권,우량기업부,보통주,500,"30,058,498"
KR7408900009,408900,스튜디오미르,스튜디오미르,"Studio Mir Co., LTD.",2023/02/07,KOSDAQ,주권,벤처기업부,보통주,100,"5,360,550"
KR7013810007,013810,스페코,스페코,Speco,1997/11/03,KOSDAQ,주권,중견기업부,보통주,500,"14,655,470"
KR7203690003,203690,스피어파워,스피어파워,Sphere Power,2014/09/30,KOSDAQ,주권,벤처기업부,보통주,500,"11,894,933"
KR7049830003,049830,승일,승일,SEUNG IL Corporation,2001/01/18,KOSDAQ,주권,중견기업부,보통주,500,"6,132,112"
KR7020710000,020710,시공테크,시공테크,"SIGONG TECH Co.,Ltd.",1999/08/13,KOSDAQ,주권,우량기업부,보통주,500,"20,047,970"
KR7033170002,033170,시그네틱스,시그네틱스,Signetics Corp.,2010/11/26,KOSDAQ,주권,중견기업부,보통주,500,"85,728,319"
KR7048870000,048870,시너지이노베이션,시너지이노베이션,"Synergy Innovation Co., Ltd.",2004/08/13,KOSDAQ,주권,중견기업부,보통주,500,"82,708,344"
KR7025320003,025320,시노펙스,시노펙스,Synopex Inc.,1995/04/20,KOSDAQ,주권,우량기업부,보통주,500,"79,862,329"
KR7269620001,269620,시스웍,시스웍,"SYSWORK CO., LTD",2017/12/26,KOSDAQ,주권,관리종목(소속부없음),보통주,100,"148,582,691"
KR7429270002,429270,시지트로닉스,시지트로닉스,"Sigetronics, Inc.",2023/08/03,KOSDAQ,주권,기술성장기업부,보통주,500,"4,506,250"
KR7418250007,418250,시큐레터,시큐레터,"SecuLetter Co., Ltd.",2023/08/24,KOSDAQ,주권,기술성장기업부,보통주,500,"7,949,335"
KR7131090003,131090,시큐브,시큐브,"SECUVE Co., Ltd.",2011/12/21,KOSDAQ,주권,벤처기업부,보통주,100,"44,000,000"
KR7232830000,232830,시큐센,시큐센,"SECUCEN CO., LTD.",2023/06/29,KOSDAQ,주권,벤처기업부,보통주,500,"11,707,472"
KR7139050009,139050,시티랩스,시티랩스,"CITYLABS Co.,LTD.",2011/07/29,KOSDAQ,주권,벤처기업부,보통주,500,"8,310,005"
KR7290520006,290520,신도기연,신도기연,"Shindo Eng. Lab., Ltd.",2020/07/06,KOSDAQ,주권,벤처기업부,보통주,500,"15,929,362"
KR7001000009,001000,신라섬유,신라섬유,SillaTextile,1994/06/28,KOSDAQ,주권,중견기업부,보통주,100,"24,277,540"
KR7025870007,025870,신라에스지,신라에스지,"SILLA SG CO., LTD.",1995/07/07,KOSDAQ,주권,중견기업부,보통주,500,"4,000,000"
KR7215600008,215600,신라젠,신라젠,"SillaJen, Inc.",2016/12/06,KOSDAQ,주권,중견기업부,보통주,500,"102,867,125"
KR7065350001,065350,신성델타테크,신성델타테크,"SHINSUNG DELTA TECH CO., LTD",2004/08/06,KOSDAQ,주권,우량기업부,보통주,500,"27,483,948"
KR7416180008,416180,신성에스티,신성에스티,"Shinsung ST Co., Ltd.",2023/10/19,KOSDAQ,주권,중견기업부,보통주,500,"9,039,778"
KR7162300008,162300,신스틸,신스틸,"SHIN STEEL CO.,LTD.",2022/12/23,KOSDAQ,주권,중견기업부,보통주,100,"41,471,382"
KR7290560002,290560,신시웨이,신시웨이,"SINSIWAY CO., LTD.",2023/11/03,KOSDAQ,주권,벤처기업부,보통주,500,"3,631,876"
KR7002800001,002800,신신제약,신신제약,"SINSIN PHARMACEUTICAL CO., LTD.",2017/02/28,KOSDAQ,주권,중견기업부,보통주,500,"15,170,500"
KR7419270004,419270,신영해피투모로우제7호기업인수목적,신영스팩7호,Shinyoung HappyTomorrow No.7 Special Purpose Acquisition Company,2022/04/28,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"4,305,000"
KR7430220004,430220,신영해피투모로우제8호기업인수목적,신영스팩8호,Shinyoung HappyTomorrow No.8 Special Purpose Acquisition Company,2022/08/26,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"6,760,000"
KR7445970007,445970,신영해피투모로우제9호기업인수목적,신영스팩9호,Shinyoung HappyTomorrow No.9 Special Purpose Acquisition Company,2022/12/27,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"5,360,000"
KR7017000001,017000,신원종합개발,신원종합개발,ShinwonConstruction,1994/12/07,KOSDAQ,주권,중견기업부,보통주,"5,000","11,668,027"
KR7012790002,012790,신일제약,신일제약,"SHINIL PHARMACEUTICAL CO., LTD.",1999/08/13,KOSDAQ,주권,우량기업부,보통주,500,"11,986,415"
KR7138070008,138070,신진에스엠,신진에스엠,"SINJIN SM CO., LTD.",2011/11/28,KOSDAQ,주권,중견기업부,보통주,500,"17,503,204"
KR7226330009,226330,신테카바이오,신테카바이오,"SyntekaBio,Inc.",2019/12/17,KOSDAQ,주권,기술성장기업부,보통주,500,"15,230,475"
KR7418210001,418210,신한제10호기업인수목적,신한제10호스팩,Shinhan 10th Special Purpose Acquisition Company,2022/07/29,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"3,660,000"
KR7452980006,452980,신한제11호기업인수목적,신한제11호스팩,Shinhan 11th Special Purpose Acquisition Company,2023/10/04,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"18,905,000"
KR7393360003,393360,신한제8호기업인수목적,신한제8호스팩,Shinhan 8th Special Purpose Acquisition Company,2021/09/27,KOSDAQ,주권,SPAC(소속부없음),보통주,100,"7,350,000"
